RBP_motif_ID	RBP_name	Motif_type	Organism	Gene_ID	Function_IDs	Reference	Experiment	Comments
SRSF2_8	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	10094314;22002536;7543047	SpliceAid-F;PDB;cisBP-RNA	-
SRSF3_1	SRSF3	meme_xml	human	ENSG00000112081	SR;RM;TEP;RE;TR;VRR	26876937	PAR-CLIP	-
SRSF3_2	SRSF3	meme_xml	human	ENSG00000112081	SR;RM;TEP;RE;TR;VRR	26876937;10022858;17036044	PAR-CLIP;SpliceAid-F	-
SRSF3_3	SRSF3	meme_xml	human	ENSG00000112081	SR;RM;TEP;RE;TR;VRR	26876937;19273129	PAR-CLIP;AEDB	-
SRSF3_4	SRSF3	meme_xml	human	ENSG00000112081	SR;RM;TEP;RE;TR;VRR	19296853	RBPMap	-
SRSF4_1	SRSF4	meme_xml	human	ENSG00000116350	SR;VRR	31724725;7651409;14729981	RBNS_ENCODE;SpliceAid-F	-
SRSF4_2	SRSF4	meme_xml	human	ENSG00000116350	SR;VRR	31724725	RBNS_ENCODE	-
SRSF5_1	SRSF5	meme_xml	human	ENSG00000100650	SR;VRR	19843576;7651409;9436904;8388541;7651409;14729981	SpliceAid-F;AEDB	-
SRSF5_2	SRSF5	meme_xml	human	ENSG00000100650	SR;VRR	11825891;19296853	AEDB;RBPMap	-
SRSF5_3	SRSF5	meme_xml	human	ENSG00000100650	SR;VRR	11967553;12824367;31724725;9649504;11825891	AEDB;RBNS_ENCODE;SpliceAid-F	-
SRSF5_4	SRSF5	meme_xml	human	ENSG00000100650	SR;VRR	31724725	RBNS_ENCODE	-
SRSF5_5	SRSF5	meme_xml	human	ENSG00000100650	SR;VRR	9037021	SELEX	-
SRSF6_1	SRSF6	meme_xml	human	ENSG00000124193	-	7651409;9436904;8388541;7651409;14729981	SpliceAid-F;AEDB	-
SRSF6_2	SRSF6	meme_xml	human	ENSG00000124193	-	18315555;12549914	SpliceAid-F	-
SRSF6_3	SRSF6	meme_xml	human	ENSG00000124193	-	9649504	SpliceAid-F	-
SRSF6_4	SRSF6	meme_xml	human	ENSG00000124193	-	19296853;11967553;12824367	RBPMap;AEDB	-
SRSF7_1	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	8769651;26876937	SpliceAid-F;PAR-CLIP	-
SRSF7_2	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	11096110;31226278	SpliceAid-F;AEDB;eCLIP_ENCODE	-
SRSF7_3	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	10022858;19296853;23846655	SpliceAid-F;RBPMap;cisBP-RNA	-
SRSF7_4	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	17036044;8769651;10022858;31226278	SpliceAid-F;eCLIP_ENCODE	-
SRSF7_5	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	31226278	eCLIP_ENCODE	-
SRSF7_6	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	31226278;19296853;10094314	eCLIP_ENCODE;RBPMap;SpliceAi	-
SRSF7_7	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	31226278	eCLIP_ENCODE	-
SRSF7_8	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	31226278	eCLIP_ENCODE	-
SRSF7_9	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	31226278	eCLIP_ENCODE	-
SRSF7_10	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	26876937	PAR-CLIP	-
SRSF8_1	SRSF8	meme_xml	human	ENSG00000271885	SR	31724725	RBNS_ENCODE	-
SRSF8_2	SRSF8	meme_xml	human	ENSG00000271885	SR	31724725	RBNS_ENCODE	-
SRSF9_1	SRSF9	meme_xml	human	ENSG00000111786	SR	31724725	RBNS_ENCODE	-
SRSF10_1	SRSF10	meme_xml	human	ENSG00000188529	SR;RM;VRR	31724725	RBNS_ENCODE	-
SRSF10_2	SRSF10	meme_xml	human	ENSG00000188529	SR;RM;VRR	31724725	RBNS_ENCODE	-
SRSF10_3	SRSF10	meme_xml	human	ENSG00000188529	SR;RM;VRR	26876937;18794844;12419250	PAR-CLIP;RBPDB;SpliceAid-F	-
SRSF10_4	SRSF10	meme_xml	human	ENSG00000188529	SR;RM;VRR	19561594;23846655	SpliceAid-F;cisBP-RNA	-
SRSF10_5	SRSF10	meme_xml	human	ENSG00000188529	SR;RM;VRR	26876937	PAR-CLIP	-
SRSF11_1	SRSF11	meme_xml	human	ENSG00000116754	SR	31724725;16943417	RBNS_ENCODE;SpliceAid-F	-
SRSF11_2	SRSF11	meme_xml	human	ENSG00000116754	SR	31724725	RBNS_ENCODE	-
SSB_1	SSB	meme_xml	human	ENSG00000138385	TEP;RSD;TRR;VRR	11342556;16387655	RBPDB;PDB	-
SUB1_1	SUB1	meme_xml	human	ENSG00000113387	-	31226278	eCLIP_ENCODE	-
SUB1_2	SUB1	meme_xml	human	ENSG00000113387	-	31226278	eCLIP_ENCODE	-
SUGP2_1	SUGP2	meme_xml	human	ENSG00000064607	SR	31226278	eCLIP_ENCODE	-
SUGP2_2	SUGP2	meme_xml	human	ENSG00000064607	SR	31226278	eCLIP_ENCODE	-
SUPV3L1_1	SUPV3L1	meme_xml	human	ENSG00000156502	TEP;RSD;MTR	22101826;31226278	PDB;eCLIP_ENCODE	-
SUPV3L1_2	SUPV3L1	meme_xml	human	ENSG00000156502	TEP;RSD;MTR	31226278	eCLIP_ENCODE	-
SYNCRIP_1	SYNCRIP	meme_xml	human	ENSG00000135316	SR;RM;RSD;TR;VRR	18045242	SpliceAid-F	-
TAF15_1	TAF15	meme_xml	human	ENSG00000270647	RSD;PSG	31724725;31226278	RBNS_ENCODE;eCLIP_ENCODE	-
TAF15_2	TAF15	meme_xml	human	ENSG00000270647	RSD;PSG	31724725	RBNS_ENCODE	-
TAF15_3	TAF15	meme_xml	human	ENSG00000270647	RSD;PSG	31226278	eCLIP_ENCODE	-
TAF15_4	TAF15	meme_xml	human	ENSG00000270647	RSD;PSG	31226278	eCLIP_ENCODE	-
TAF15_5	TAF15	meme_xml	human	ENSG00000270647	RSD;PSG	31226278;22081015	eCLIP_ENCODE;PAR-CLIP	-
TARBP2_1	TARBP2	meme_xml	human	ENSG00000139546	-	25043050	HITS-CLIP	-
TARBP2_2	TARBP2	meme_xml	human	ENSG00000139546	-	25043050	HITS-CLIP	-
TARBP2_3	TARBP2	meme_xml	human	ENSG00000139546	-	25043050	HITS-CLIP	-
TARDBP_1	TARDBP	meme_xml	human	ENSG00000120948	SR;RSD;MRP;RL;PSG	19815002	SpliceAid-F	-
TARDBP_2	TARDBP	meme_xml	human	ENSG00000120948	SR;RSD;MRP;RL;PSG	31724725;21358640	RBNS_ENCODE;iCLIP	-
TARDBP_3	TARDBP	meme_xml	human	ENSG00000120948	SR;RSD;MRP;RL;PSG	24240615;23846655;31226278	PDB;cisBP-RNA;eCLIP_ENCODE	-
TBRG4_1	TBRG4	meme_xml	human	ENSG00000136270	MTR	31226278	eCLIP_ENCODE	-
TBRG4_2	TBRG4	meme_xml	human	ENSG00000136270	MTR	31226278	eCLIP_ENCODE	-
TIA1_1	TIA1	meme_xml	human	ENSG00000116001	SR;RSD;TR;VRR;PSG	31226278	eCLIP_ENCODE	-
TIAL1_1	TIAL1	meme_xml	human	ENSG00000151923	SR;TR;VRR	17682065	RIP-Chip	-
TIAL1_2	TIAL1	meme_xml	human	ENSG00000151923	SR;TR;VRR	8576255;21048981	SpliceAid-F;iCLIP;Splice	-
TNRC6A_1	TNRC6A	meme_xml	human	ENSG00000090905	RSD;MRP;TR	31226278	eCLIP_ENCODE	-
TNRC6A_2	TNRC6A	meme_xml	human	ENSG00000090905	RSD;MRP;TR	31226278	eCLIP_ENCODE	-
TRA2A_1	TRA2A	meme_xml	human	ENSG00000164548	SR	22955616;31724725;12913074;9546399	eCLIP;RBNS_ENCODE;AEDB;SpliceAid-F	-
TRA2A_2	TRA2A	meme_xml	human	ENSG00000164548	SR	12403832;19296853	SpliceAid-F;RBPMap	-
TRA2A_3	TRA2A	meme_xml	human	ENSG00000164548	SR	31724725	RBNS_ENCODE	-
TRA2A_4	TRA2A	meme_xml	human	ENSG00000164548	SR	31226278	eCLIP_ENCODE	-
TRA2A_5	TRA2A	meme_xml	human	ENSG00000164548	SR	31226278	eCLIP_ENCODE	-
TRA2B_1	TRA2B	meme_xml	human	ENSG00000136527	-	19296853	RBPMap	-
TRA2B_2	TRA2B	meme_xml	human	ENSG00000136527	-	19296853;9546399;24692659;21399644;24632473	RBPMap;SELEX;SpliceAid-F;PDB;	-
TRNAU1AP_1	TRNAU1AP	meme_xml	human	ENSG00000180098	TRR	31724725	RBNS_ENCODE	-
TRNAU1AP_2	TRNAU1AP	meme_xml	human	ENSG00000180098	TRR	31724725	RBNS_ENCODE	-
TUT1_1	TUT1	meme_xml	human	ENSG00000149016	-	23846655	cisBP-RNA	-
U2AF1_1	U2AF1	meme_xml	human	ENSG00000160201	SR;SS	31226278	eCLIP_ENCODE	-
U2AF1_2	U2AF1	meme_xml	human	ENSG00000160201	SR;SS	31226278	eCLIP_ENCODE	-
U2AF1_3	U2AF1	meme_xml	human	ENSG00000160201	SR;SS	31226278	eCLIP_ENCODE	-
U2AF1_4	U2AF1	meme_xml	human	ENSG00000160201	SR;SS	31226278	eCLIP_ENCODE	-
U2AF2_1	U2AF2	meme_xml	human	ENSG00000063244	SR;SS;RE	31226278	eCLIP_ENCODE	-
U2AF2_2	U2AF2	meme_xml	human	ENSG00000063244	SR;SS;RE	31226278;25326705	eCLIP_ENCODE;HITS-CLIP	-
U2AF2_3	U2AF2	meme_xml	human	ENSG00000063244	SR;SS;RE	29650551	iCLIP	-
UCHL5_1	UCHL5	meme_xml	human	ENSG00000116750	-	31226278	eCLIP_ENCODE	-
UCHL5_2	UCHL5	meme_xml	human	ENSG00000116750	-	31226278	eCLIP_ENCODE	-
UCHL5_3	UCHL5	meme_xml	human	ENSG00000116750	-	31226278	eCLIP_ENCODE	-
UNK_1	UNK	meme_xml	human	ENSG00000132478	TR	31724725	RBNS_ENCODE	-
UNK_2	UNK	meme_xml	human	ENSG00000132478	TR	31724725	RBNS_ENCODE	-
UNK_3	UNK	meme_xml	human	ENSG00000132478	TR	31724725	RBNS_ENCODE	-
UPF1_1	UPF1	meme_xml	human	ENSG00000005007	RSD;RE;TR	27940950	HITS-CLIP;eCLIP	-
WDR33_1	WDR33	meme_xml	human	ENSG00000136709	-	25301781	PAR-CLIP	-
XPO5_1	XPO5	meme_xml	human	ENSG00000124571	MRP;RL;RE;VRR	31226278	eCLIP_ENCODE	-
XPO5_2	XPO5	meme_xml	human	ENSG00000124571	MRP;RL;RE;VRR	31226278	eCLIP_ENCODE	-
XPO5_3	XPO5	meme_xml	human	ENSG00000124571	MRP;RL;RE;VRR	31226278	eCLIP_ENCODE	-
XRCC6_1	XRCC6	meme_xml	human	ENSG00000196419	-	31226278	eCLIP_ENCODE	-
XRCC6_2	XRCC6	meme_xml	human	ENSG00000196419	-	31226278	eCLIP_ENCODE	-
XRCC6_3	XRCC6	meme_xml	human	ENSG00000196419	-	31226278	eCLIP_ENCODE	-
XRCC6_4	XRCC6	meme_xml	human	ENSG00000196419	-	31226278	eCLIP_ENCODE	-
XRN2_1	XRN2	meme_xml	human	ENSG00000088930	RRP;RSD;VRR	31226278	eCLIP_ENCODE	-
XRN2_2	XRN2	meme_xml	human	ENSG00000088930	RRP;RSD;VRR	31226278	eCLIP_ENCODE	-
XRN2_3	XRN2	meme_xml	human	ENSG00000088930	RRP;RSD;VRR	31226278	eCLIP_ENCODE	-
YBX1_1	YBX1	meme_xml	human	ENSG00000065978	-	15798215	RBPDB	-
YBX1_2	YBX1	meme_xml	human	ENSG00000065978	-	18503770;19273129;11447123	SpliceAid-F;AEDB	-
YBX1_3	YBX1	meme_xml	human	ENSG00000065978	-	22730292;23846655	SpliceAid-F;cisBP-RNA	-
YBX2_1	YBX2	meme_xml	human	ENSG00000006047	-	23846655	cisBP-RNA	-
YBX3_1	YBX3	meme_xml	human	ENSG00000060138	RSD	31226278	eCLIP_ENCODE	-
YTHDC1_1	YTHDC1	meme_xml	human	ENSG00000083896	-	20167602	RBPDB;cisBP-RNA	-
YWHAG_1	YWHAG	meme_xml	human	ENSG00000170027	-	31226278	eCLIP_ENCODE	-
ZC3H10_1	ZC3H10	meme_xml	human	ENSG00000135482	-	23846655	cisBP-RNA	-
ZCRB1_1	ZCRB1	meme_xml	human	ENSG00000139168	SS;VRR	31724725	RBNS_ENCODE	-
ZFP36_1	ZFP36	meme_xml	human	ENSG00000128016	RSD;TR	18256032;24401661;12324455	cisBP-RNA;PAR-CLIP	-
ZFP36_2	ZFP36	meme_xml	human	ENSG00000128016	RSD;TR	12324455;18367721	cisBP-RNA;RIP-Chip	-
ZFP36L2_1	ZFP36L2	meme_xml	human	ENSG00000152518	-	14981510	RBPDB	-
ZNF184_1	ZNF184	meme_xml	human	ENSG00000096654	-	27720645	eCLIP	-
ZNF326_1	ZNF326	meme_xml	human	ENSG00000162664	SR	31724725	RBNS_ENCODE	-
ZNF326_2	ZNF326	meme_xml	human	ENSG00000162664	SR	31724725	RBNS_ENCODE	-
ZNF326_3	ZNF326	meme_xml	human	ENSG00000162664	SR	31724725	RBNS_ENCODE	-
ZNF622_1	ZNF622	meme_xml	human	ENSG00000173545	RRP	31226278	eCLIP_ENCODE	-
ZNF622_2	ZNF622	meme_xml	human	ENSG00000173545	RRP	31226278	eCLIP_ENCODE	-
ZNF622_3	ZNF622	meme_xml	human	ENSG00000173545	RRP	31226278	eCLIP_ENCODE	-
ZNF638_1	ZNF638	meme_xml	human	ENSG00000075292	-	23846655	cisBP-RNA	-
ZRANB2_1	ZRANB2	meme_xml	human	ENSG00000132485	SR	19304800	SpliceAid-F;SELEX	-
ZRANB2_2	ZRANB2	meme_xml	human	ENSG00000132485	SR	22517726;31226278	SpliceAid-F;eCLIP_ENCODE	-
ZRANB2_3	ZRANB2	meme_xml	human	ENSG00000132485	SR	31226278;22517726	eCLIP_ENCODE;SpliceAid-F	-
ZRANB2_4	ZRANB2	meme_xml	human	ENSG00000132485	SR	31226278	eCLIP_ENCODE	-
RF00032	SLBP	cm	human	ENSG00000163950	TEP;VRR	34086933	catRAPID_omics_v2.1	-
