RBP_motif_ID	RBP_name	Motif_type	Organism	Gene_ID	Function_IDs	Reference	Experiment	Comments
ZNF622_2	ZNF622	meme_xml	human	ENSG00000173545	RRP	34086933	-	-
ZNF622_3	ZNF622	meme_xml	human	ENSG00000173545	RRP	34086933	-	-
ZNF638_1	ZNF638	meme_xml	human	ENSG00000075292	-	34086933	-	-
ZRANB2_1	ZRANB2	meme_xml	human	ENSG00000132485	SR	34086933	-	-
ZRANB2_2	ZRANB2	meme_xml	human	ENSG00000132485	SR	34086933	-	-
ZRANB2_3	ZRANB2	meme_xml	human	ENSG00000132485	SR	34086933	-	-
ZRANB2_4	ZRANB2	meme_xml	human	ENSG00000132485	SR	34086933	-	-
RF00032	SLBP	cm	human	ENSG00000163950	TEP;VRR	34086933	-	-
RPL5_RNCMPT01219	RPL5	meme_xml	human	ENSG00000122406	-	37002329	RNAcompete	-
RPL11_RNCMPT01084	RPL11	meme_xml	human	ENSG00000142676	-	37002329	RNAcompete	-
RPL22_RNCMPT01297	RPL22	meme_xml	human	ENSG00000116251	-	37002329	RNAcompete	-
RPL30_RNCMPT01114	RPL30	meme_xml	human	ENSG00000156482	-	37002329	RNAcompete	-
RPS12_RNCMPT01363	RPS12	meme_xml	human	ENSG00000112306	-	37002329	RNAcompete	-
NHP2L1_RNCMPT01071	NHP2L1	meme_xml	human	ENSG00000100138	-	37002329	RNAcompete	-
RPS2_RNCMPT01740	RPS2	meme_xml	human	ENSG00000140988	RBT	37002329	RNAcompete	-
RPS15A_RNCMPT01411	RPS15A	meme_xml	human	ENSG00000134419	-	37002329	RNAcompete	-
RPP25_RNCMPT01299	RPP25	meme_xml	human	ENSG00000178718	-	37002329	RNAcompete	-
PEG10_RNCMPT01313	PEG10	meme_xml	human	ENSG00000242265	-	37002329	RNAcompete	-
GAR1_RNCMPT01267	GAR1	meme_xml	human	ENSG00000109534	-	37002329	RNAcompete	-
SERBP1_RNCMPT00625	SERBP1	meme_xml	human	ENSG00000142864	RSD;PSG	37002329	RNAcompete	-
LSM6_RNCMPT01140	LSM6	meme_xml	human	ENSG00000164167	-	37002329	RNAcompete	-
NUDT21_RNCMPT01322	NUDT21	meme_xml	human	ENSG00000167005	-	37002329	RNAcompete	-
IFIT2_RNCMPT00592	IFIT2	meme_xml	human	ENSG00000119922	-	37002329	RNAcompete	-
CNBP_RNCMPT01327	CNBP	meme_xml	human	ENSG00000169714	-	37002329	RNAcompete	-
ZRANB2_RNCMPT01357	ZRANB2	meme_xml	human	ENSG00000132485	SR	37002329	RNAcompete	-
PRPF31_RNCMPT01394	PRPF31	meme_xml	human	ENSG00000105618	-	37002329	RNAcompete	-
NUDT16L1_RNCMPT01334	NUDT16L1	meme_xml	human	ENSG00000168101	-	37002329	RNAcompete	-
PURA_RNCMPT01439	PURA	meme_xml	human	ENSG00000185129	-	37002329	RNAcompete	-
SSBP1_RNCMPT01403	SSBP1	meme_xml	human	ENSG00000106028	-	37002329	RNAcompete	-
HARS2_RNCMPT01854	HARS2	meme_xml	human	ENSG00000112855	-	37002329	RNAcompete	-
ILF2_RNCMPT00297	ILF2	meme_xml	human	ENSG00000143621	RRP;MRP;TR;VRR	37002329	RNAcompete	-
